ID_evento,ID_conversacion,evento,texto,fecha,hora
697,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_aislamiento{},26-3-2020,17:41:6
698,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_aislamiento{},26-3-2020,17:41:6
699,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_aislamiento{},26-3-2020,17:41:6
700,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_aislamiento{},26-3-2020,17:41:6
701,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"La obligatoriedad del aislamiento implica que su incumplimiento tiene consecuencias. 
En la calle circulan oficiales que están controlando la circulación tanto de peatones como de autos. En caso de no pertenecer a ninguno de los grupos de exceptuados, se le pedirá que regrese a su domicilio y si se resiste podrá ser detenido y secuestrado el auto. 
Lo que se busca es evitar la circulación de gente (salvo los casos excepcionales) para frenar la circulación del virus. Por esta razón, ir a visitar un vecino rompe efectivamente el aislamiento obligatorio. Invitar a un amigx rompe el aislamiento obligatorio. Ir a la plaza, también. 
El Ministro de Seguridad de la Provincia de Córdoba, Adolfo Mosquera, dijo al respecto:Voy a ser categórico, el que no pueda explicar porqué está en la calle, será detenido. 
Para evitar ser detenido y en caso de salir justificadamente, hay que llevar toda la documentación para establecer que está dentro de las excepciones. 
Para salir a comprar cosas, tiene que ser en lugares de cercanía. 
En cualquier caso, quien deba atender situaciones de urgencia queda exceptuado de las medidas de aislamiento obligatorio.",26-3-2020,17:41:6
702,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Cuáles son las excepciones?,26-3-2020,17:42:23
703,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Me hicieron en Córdoba, Argentina. Así que hablo cordobés.",26-3-2020,17:42:23
704,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Qué actividades están exceptuadas para libre tránsito?,26-3-2020,17:42:52
705,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,17:42:52
706,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Quiénes pueden ir a trabajar?,26-3-2020,17:43:3
707,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,17:43:3
708,72babdd6-60fb-4e4a-a39f-06d5babb7130,user,/ask_cliente{},26-3-2020,17:47:21
709,72babdd6-60fb-4e4a-a39f-06d5babb7130,bot,"Disculpame, pero no te entendí. 🤷 Probar de nuevo?",26-3-2020,17:47:21
710,72babdd6-60fb-4e4a-a39f-06d5babb7130,user,/ask_aislamiento{},26-3-2020,17:47:35
711,72babdd6-60fb-4e4a-a39f-06d5babb7130,bot,"La obligatoriedad del aislamiento implica que su incumplimiento tiene consecuencias. 
En la calle circulan oficiales que están controlando la circulación tanto de peatones como de autos. En caso de no pertenecer a ninguno de los grupos de exceptuados, se le pedirá que regrese a su domicilio y si se resiste podrá ser detenido y secuestrado el auto. 
Lo que se busca es evitar la circulación de gente (salvo los casos excepcionales) para frenar la circulación del virus. Por esta razón, ir a visitar un vecino rompe efectivamente el aislamiento obligatorio. Invitar a un amigx rompe el aislamiento obligatorio. Ir a la plaza, también. 
El Ministro de Seguridad de la Provincia de Córdoba, Adolfo Mosquera, dijo al respecto:Voy a ser categórico, el que no pueda explicar porqué está en la calle, será detenido. 
Para evitar ser detenido y en caso de salir justificadamente, hay que llevar toda la documentación para establecer que está dentro de las excepciones. 
Para salir a comprar cosas, tiene que ser en lugares de cercanía. 
En cualquier caso, quien deba atender situaciones de urgencia queda exceptuado de las medidas de aislamiento obligatorio.",26-3-2020,17:47:35
712,a14622dc-5fe8-4b3e-9b5a-553091b95c13,user,hola,26-3-2020,18:4:26
713,a14622dc-5fe8-4b3e-9b5a-553091b95c13,bot,Hola! ¿Cómo te puedo ayudar?,26-3-2020,18:4:26
714,a3058a34-8366-4f9a-9952-823ce5dfdf1a,user,tiene numeros actualizados,26-3-2020,18:8:16
715,a3058a34-8366-4f9a-9952-823ce5dfdf1a,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:8:16
716,a3058a34-8366-4f9a-9952-823ce5dfdf1a,user,/ask_datos{},26-3-2020,18:8:21
717,a3058a34-8366-4f9a-9952-823ce5dfdf1a,user,/ask_datos{},26-3-2020,18:8:21
718,a3058a34-8366-4f9a-9952-823ce5dfdf1a,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,18:8:22
719,a3058a34-8366-4f9a-9952-823ce5dfdf1a,user,hay numeros sobre los casos,26-3-2020,18:8:42
720,a3058a34-8366-4f9a-9952-823ce5dfdf1a,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,18:8:43
721,7fc5a3ba-510a-4d99-993a-54c5074d5a79,user,hay numeros sobre los casos,26-3-2020,18:9:55
722,7fc5a3ba-510a-4d99-993a-54c5074d5a79,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,18:9:55
723,4b69f4b0-bacb-4731-8cf2-601909542c73,user,Mis hijos están en la casa de mi ex marido ¿puedo ir a visitarlos?,26-3-2020,18:10:39
724,4b69f4b0-bacb-4731-8cf2-601909542c73,user,Mis hijos están en la casa de mi ex marido ¿puedo ir a visitarlos?,26-3-2020,18:10:39
725,4b69f4b0-bacb-4731-8cf2-601909542c73,user,Mis hijos están en la casa de mi ex marido ¿puedo ir a visitarlos?,26-3-2020,18:10:39
726,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Las personas que necesiten circular porque tienen familiares a cargo forman parte del grupo de exceptuados a las medidas de aislamiento obligatorio. Esto contempla a quienes deban asistir a personas con discapacidad; familiares que necesiten asistencia; personas mayores; niños, niñas y adolescentes. Esto no significa que los hijos de padres separados puedan ir de casa en casa. En Córdoba las medidas no habilitan el cumplimiento de los regímenes de contacto, tal como se desarrollan habitualmente. En los casos de cuidado personal alternado (cuando los niños están mitad del tiempo con cada progenitor), la persona asistida deberá permanecer en el domicilio donde estaba al comienzo del aislamiento.",26-3-2020,18:10:39
727,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Cuántos casos hay confirmados en argentina?,26-3-2020,18:11:37
728,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,18:11:39
729,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Cuántos muertos hay en Argentina?,26-3-2020,18:11:55
730,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,18:11:56
731,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Cuántos recuperados hay en Argentina?,26-3-2020,18:12:12
732,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:12:12
733,da18ec14-132d-4e21-8233-a2110b9a11d5,user,"Hola, Hay un horario especial para que la gente de la tercera edad pueda ir a comprar a los negocios?",26-3-2020,18:12:52
734,da18ec14-132d-4e21-8233-a2110b9a11d5,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",26-3-2020,18:12:52
735,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Es necesario sanitizar de las verduras y frutas antes de guardarlas en heladera?,26-3-2020,18:13:54
736,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,26-3-2020,18:13:54
737,da18ec14-132d-4e21-8233-a2110b9a11d5,user,Qué actividades puedo hacer para entretener a mis hijos pequeños?,26-3-2020,18:14:12
738,da18ec14-132d-4e21-8233-a2110b9a11d5,bot,"Las personas que necesiten circular porque tienen familiares a cargo forman parte del grupo de exceptuados a las medidas de aislamiento obligatorio. Esto contempla a quienes deban asistir a personas con discapacidad; familiares que necesiten asistencia; personas mayores; niños, niñas y adolescentes. Esto no significa que los hijos de padres separados puedan ir de casa en casa. En Córdoba las medidas no habilitan el cumplimiento de los regímenes de contacto, tal como se desarrollan habitualmente. En los casos de cuidado personal alternado (cuando los niños están mitad del tiempo con cada progenitor), la persona asistida deberá permanecer en el domicilio donde estaba al comienzo del aislamiento.",26-3-2020,18:14:12
739,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Es necesario desinfectar verduras y frutas antes de guardarlas en la heladera?,26-3-2020,18:14:25
740,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:14:25
741,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Qué caducidad tiene la preparación de alcohol diluido para desinfección?,26-3-2020,18:15:15
742,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:15:15
743,da18ec14-132d-4e21-8233-a2110b9a11d5,user,Me puedo tocar la cara si estoy en mi casa y me lavé las manos?,26-3-2020,18:15:30
744,da18ec14-132d-4e21-8233-a2110b9a11d5,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:15:30
745,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Cómo preparo alcohol diluido para desinfectar?,26-3-2020,18:15:38
746,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,26-3-2020,18:15:38
747,da18ec14-132d-4e21-8233-a2110b9a11d5,user,Por qué no me puedo tocar la cara?,26-3-2020,18:16:8
748,da18ec14-132d-4e21-8233-a2110b9a11d5,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,26-3-2020,18:16:8
749,da18ec14-132d-4e21-8233-a2110b9a11d5,user,"Estoy aburrida y bsjoneada, qué hago?",26-3-2020,18:16:47
750,da18ec14-132d-4e21-8233-a2110b9a11d5,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:16:47
751,da18ec14-132d-4e21-8233-a2110b9a11d5,user,Puedo ir a los cajeros automaticos a retirar dinero?,26-3-2020,18:17:42
752,da18ec14-132d-4e21-8233-a2110b9a11d5,user,Puedo ir a los cajeros automaticos a retirar dinero?,26-3-2020,18:17:42
753,da18ec14-132d-4e21-8233-a2110b9a11d5,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",26-3-2020,18:17:42
754,7fc5a3ba-510a-4d99-993a-54c5074d5a79,user,cuantos casos hay en argentina,26-3-2020,18:19:47
755,7fc5a3ba-510a-4d99-993a-54c5074d5a79,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,18:19:48
756,4b69f4b0-bacb-4731-8cf2-601909542c73,user,La gente recuperada ¿se puede volver a contagiar?,26-3-2020,18:28:12
757,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:28:12
758,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Qué medidas de seguridad debo adoptar para evitar el contagio?,26-3-2020,18:39:39
759,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:39:39
760,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Cuándo finaliza la cuarentena obligatoria?,26-3-2020,18:40:42
761,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:40:42
762,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_howold{},26-3-2020,18:40:59
763,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_howold{},26-3-2020,18:40:59
764,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_howold{},26-3-2020,18:40:59
765,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_howold{},26-3-2020,18:40:59
766,4b69f4b0-bacb-4731-8cf2-601909542c73,user,/ask_howold{},26-3-2020,18:40:59
767,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,El tiempo es relativo.,26-3-2020,18:40:59
768,4b69f4b0-bacb-4731-8cf2-601909542c73,user,"La edad es una construcción social, sí.",26-3-2020,18:41:22
769,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:41:22
770,6822ae37-be38-4b57-a8e5-6fe6ce0406e1,user,Hola,26-3-2020,18:41:48
771,6822ae37-be38-4b57-a8e5-6fe6ce0406e1,bot,Hola! ¿Cómo te puedo ayudar?,26-3-2020,18:41:48
772,6822ae37-be38-4b57-a8e5-6fe6ce0406e1,user,Tengo fiebre,26-3-2020,18:42:2
773,6822ae37-be38-4b57-a8e5-6fe6ce0406e1,bot,"Los síntomas del coronavirus COVID-19 generalmente incluyen fiebre y tos similares a la gripe común. Si usted o alguien que conoce está experimentando esos síntomas o sospecha que puede estar infectado, Córdoba tiene su 0800 para consultas por Coronavirus que es 0800 1221 444. Esta línea es del Ministerio de Salud de Córdoba y está pensada para consultar por síntomas, para pedir asistencia, y para que equipos de salud den aviso sobre casos sospechosos.",26-3-2020,18:42:2
774,4b69f4b0-bacb-4731-8cf2-601909542c73,user,Tengo un amigo en el exterior ¿cómo hace para volver?,26-3-2020,18:42:3
775,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,26-3-2020,18:42:3
776,4b69f4b0-bacb-4731-8cf2-601909542c73,user,"Culiao, te hacés menos cargo de mis dudas que mi ex",26-3-2020,18:43:12
777,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:43:12
778,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Cuáles son las estadísticas mundiales de mortandad por coronavirus?,26-3-2020,18:44:23
779,4b69f4b0-bacb-4731-8cf2-601909542c73,user,¿Cuáles son las estadísticas mundiales de mortandad por coronavirus?,26-3-2020,18:44:23
780,4b69f4b0-bacb-4731-8cf2-601909542c73,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,18:44:23
781,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,user,CUANTOS CASOS HAY,26-3-2020,18:56:49
782,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,18:56:50
783,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,user,PUEDO IR A LA ESCUELA,26-3-2020,18:57:22
784,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,bot,"La obligatoriedad del aislamiento implica que su incumplimiento tiene consecuencias. 
En la calle circulan oficiales que están controlando la circulación tanto de peatones como de autos. En caso de no pertenecer a ninguno de los grupos de exceptuados, se le pedirá que regrese a su domicilio y si se resiste podrá ser detenido y secuestrado el auto. 
Lo que se busca es evitar la circulación de gente (salvo los casos excepcionales) para frenar la circulación del virus. Por esta razón, ir a visitar un vecino rompe efectivamente el aislamiento obligatorio. Invitar a un amigx rompe el aislamiento obligatorio. Ir a la plaza, también. 
El Ministro de Seguridad de la Provincia de Córdoba, Adolfo Mosquera, dijo al respecto:Voy a ser categórico, el que no pueda explicar porqué está en la calle, será detenido. 
Para evitar ser detenido y en caso de salir justificadamente, hay que llevar toda la documentación para establecer que está dentro de las excepciones. 
Para salir a comprar cosas, tiene que ser en lugares de cercanía. 
En cualquier caso, quien deba atender situaciones de urgencia queda exceptuado de las medidas de aislamiento obligatorio.",26-3-2020,18:57:22
785,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,user,PUEDO HACER UN CUMPLE,26-3-2020,18:58:18
786,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,18:58:18
787,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,user,puedo festejar mi cumpleaños,26-3-2020,18:58:35
788,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,26-3-2020,18:58:35
789,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,user,puedo festejar mi cumpleaños,26-3-2020,18:58:50
790,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,user,puedo festejar mi cumpleaños,26-3-2020,18:58:50
791,a6e9a979-3564-47c7-8d7b-44ed0afc8d0c,bot,"Perdón, no te puedo ayudar con eso. Solamente ayudo con temas relacionados con las medidas del gobierno acerca de coronavirus COVID-19.",26-3-2020,18:58:50
792,307c98c4-ad44-4d6f-989e-987855b9f73d,user,puedo ir a una ferretería?,26-3-2020,19:14:21
793,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:14:21
794,307c98c4-ad44-4d6f-989e-987855b9f73d,user,puedo ir a la farmacia?,26-3-2020,19:14:38
795,307c98c4-ad44-4d6f-989e-987855b9f73d,user,puedo ir a la farmacia?,26-3-2020,19:14:38
796,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"La obligatoriedad del aislamiento implica que su incumplimiento tiene consecuencias. 
En la calle circulan oficiales que están controlando la circulación tanto de peatones como de autos. En caso de no pertenecer a ninguno de los grupos de exceptuados, se le pedirá que regrese a su domicilio y si se resiste podrá ser detenido y secuestrado el auto. 
Lo que se busca es evitar la circulación de gente (salvo los casos excepcionales) para frenar la circulación del virus. Por esta razón, ir a visitar un vecino rompe efectivamente el aislamiento obligatorio. Invitar a un amigx rompe el aislamiento obligatorio. Ir a la plaza, también. 
El Ministro de Seguridad de la Provincia de Córdoba, Adolfo Mosquera, dijo al respecto:Voy a ser categórico, el que no pueda explicar porqué está en la calle, será detenido. 
Para evitar ser detenido y en caso de salir justificadamente, hay que llevar toda la documentación para establecer que está dentro de las excepciones. 
Para salir a comprar cosas, tiene que ser en lugares de cercanía. 
En cualquier caso, quien deba atender situaciones de urgencia queda exceptuado de las medidas de aislamiento obligatorio.",26-3-2020,19:14:38
797,f1948089-e692-4da8-b519-3e8fe60b2d21,user,Puedo contratar una niñera?,26-3-2020,19:14:40
798,f1948089-e692-4da8-b519-3e8fe60b2d21,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:14:40
799,f1948089-e692-4da8-b519-3e8fe60b2d21,user,/ask_familiares{},26-3-2020,19:14:50
800,f1948089-e692-4da8-b519-3e8fe60b2d21,user,/ask_familiares{},26-3-2020,19:14:50
801,f1948089-e692-4da8-b519-3e8fe60b2d21,bot,"Las personas que necesiten circular porque tienen familiares a cargo forman parte del grupo de exceptuados a las medidas de aislamiento obligatorio. Esto contempla a quienes deban asistir a personas con discapacidad; familiares que necesiten asistencia; personas mayores; niños, niñas y adolescentes. Esto no significa que los hijos de padres separados puedan ir de casa en casa. En Córdoba las medidas no habilitan el cumplimiento de los regímenes de contacto, tal como se desarrollan habitualmente. En los casos de cuidado personal alternado (cuando los niños están mitad del tiempo con cada progenitor), la persona asistida deberá permanecer en el domicilio donde estaba al comienzo del aislamiento.",26-3-2020,19:14:50
802,307c98c4-ad44-4d6f-989e-987855b9f73d,user,puedo ir al super,26-3-2020,19:15:18
803,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"Los supermercados, tanto minoristas como mayoristas y los almacenes están abiertos. Recordá que para salir a comprar cosas tiene que ser en lugares de cercanía, de lo contrario podés ser sancionado. Por ejemplo, no podés moverte kilómetros para ir a hacer las compras cuando tenés almacenes alrededor de tu casa. En cualquier caso está recomendando que vaya una persona por grupo familiar a hacer las compras, que no vayan las personas que están en los grupos de riesgo, mantener la distancia personal y evitar aglomeramientos de gente.",26-3-2020,19:15:18
804,307c98c4-ad44-4d6f-989e-987855b9f73d,user,puedo ir a la farmacia,26-3-2020,19:15:29
805,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:15:29
806,307c98c4-ad44-4d6f-989e-987855b9f73d,user,necesito ir a limpiar la piscina de mi casa como puedo conseguir permiso?,26-3-2020,19:16:1
807,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:16:1
808,320df5ca-020b-429b-a441-ef04d182ce53,user,Telefonos,26-3-2020,19:16:3
809,320df5ca-020b-429b-a441-ef04d182ce53,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:16:3
810,320df5ca-020b-429b-a441-ef04d182ce53,user,/out_of_scope,26-3-2020,19:16:8
811,320df5ca-020b-429b-a441-ef04d182ce53,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,26-3-2020,19:16:8
812,307c98c4-ad44-4d6f-989e-987855b9f73d,user,necesito cargar combustible,26-3-2020,19:16:19
813,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:16:19
814,307c98c4-ad44-4d6f-989e-987855b9f73d,user,estan abiertos los bancos?,26-3-2020,19:16:29
815,307c98c4-ad44-4d6f-989e-987855b9f73d,user,estan abiertos los bancos?,26-3-2020,19:16:29
816,307c98c4-ad44-4d6f-989e-987855b9f73d,user,estan abiertos los bancos?,26-3-2020,19:16:29
817,307c98c4-ad44-4d6f-989e-987855b9f73d,user,estan abiertos los bancos?,26-3-2020,19:16:29
818,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"La mayoría de los sucursales de rapipago y pagofacil están trabajando en sus horarios normales, aunque aceptan solamente débito como medio de pago.",26-3-2020,19:16:29
819,307c98c4-ad44-4d6f-989e-987855b9f73d,user,"tengo que abrir una cuenta para cobrar el subsido, me atienden los bancos?",26-3-2020,19:16:54
820,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:16:54
821,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,Gracias,26-3-2020,19:17:1
822,5c665adc-6fa0-4ab0-a011-614d6b670fbe,bot,Hola! ¿Cómo te puedo ayudar?,26-3-2020,19:17:1
823,7d334b91-b6f1-4412-a47b-9e283ad9ce6c,user,Cuantos casos hay?,26-3-2020,19:17:2
824,7d334b91-b6f1-4412-a47b-9e283ad9ce6c,bot,Para la fecha 25/03/20 tenemos 387 casos confirmados en Argentina.,26-3-2020,19:17:3
825,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,Como hago para prevenir?,26-3-2020,19:17:39
826,5c665adc-6fa0-4ab0-a011-614d6b670fbe,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:17:39
827,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,No como puedo evitar el virus,26-3-2020,19:18:36
828,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,No como puedo evitar el virus,26-3-2020,19:18:36
829,5c665adc-6fa0-4ab0-a011-614d6b670fbe,bot,"Los síntomas del coronavirus COVID-19 generalmente incluyen fiebre y tos similares a la gripe común. Si usted o alguien que conoce está experimentando esos síntomas o sospecha que puede estar infectado, Córdoba tiene su 0800 para consultas por Coronavirus que es 0800 1221 444. Esta línea es del Ministerio de Salud de Córdoba y está pensada para consultar por síntomas, para pedir asistencia, y para que equipos de salud den aviso sobre casos sospechosos.",26-3-2020,19:18:36
830,307c98c4-ad44-4d6f-989e-987855b9f73d,user,puedo cargar combustible?,26-3-2020,19:18:47
831,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:18:47
832,307c98c4-ad44-4d6f-989e-987855b9f73d,user,tengo coronavirus,26-3-2020,19:19:3
833,307c98c4-ad44-4d6f-989e-987855b9f73d,user,tengo coronavirus,26-3-2020,19:19:3
834,307c98c4-ad44-4d6f-989e-987855b9f73d,user,tengo coronavirus,26-3-2020,19:19:3
835,307c98c4-ad44-4d6f-989e-987855b9f73d,bot,"Los síntomas del coronavirus COVID-19 generalmente incluyen fiebre y tos similares a la gripe común. Si usted o alguien que conoce está experimentando esos síntomas o sospecha que puede estar infectado, Córdoba tiene su 0800 para consultas por Coronavirus que es 0800 1221 444. Esta línea es del Ministerio de Salud de Córdoba y está pensada para consultar por síntomas, para pedir asistencia, y para que equipos de salud den aviso sobre casos sospechosos.",26-3-2020,19:19:3
836,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,Gracias,26-3-2020,19:19:31
837,5c665adc-6fa0-4ab0-a011-614d6b670fbe,bot,Hola! ¿Cómo te puedo ayudar?,26-3-2020,19:19:31
838,320df5ca-020b-429b-a441-ef04d182ce53,user,Teléfonos útiles,26-3-2020,19:19:47
839,320df5ca-020b-429b-a441-ef04d182ce53,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:19:47
840,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,Necesito info sobre coronvirus,26-3-2020,19:20:11
841,5c665adc-6fa0-4ab0-a011-614d6b670fbe,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:20:11
842,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,/out_of_scope,26-3-2020,19:20:27
843,5c665adc-6fa0-4ab0-a011-614d6b670fbe,bot,¿Podes repetir el mismo mensaje pero con otras palabras?,26-3-2020,19:20:27
844,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,Coronavirus,26-3-2020,19:20:39
845,5c665adc-6fa0-4ab0-a011-614d6b670fbe,user,Coronavirus,26-3-2020,19:20:39
846,5c665adc-6fa0-4ab0-a011-614d6b670fbe,bot,"Los síntomas del coronavirus COVID-19 generalmente incluyen fiebre y tos similares a la gripe común. Si usted o alguien que conoce está experimentando esos síntomas o sospecha que puede estar infectado, Córdoba tiene su 0800 para consultas por Coronavirus que es 0800 1221 444. Esta línea es del Ministerio de Salud de Córdoba y está pensada para consultar por síntomas, para pedir asistencia, y para que equipos de salud den aviso sobre casos sospechosos.",26-3-2020,19:20:39
847,399e597b-398c-48de-b572-cc6017a45c02,user,Puedo ir al cine?,26-3-2020,19:22:6
848,399e597b-398c-48de-b572-cc6017a45c02,bot,"Perdón, no sé si entendí correctamente 🤔 Tu intención es de decir...",26-3-2020,19:22:6
849,decd2981-e28a-4635-a0d8-6c3e22ecf167,user,Donde dirigirme si tengo sintomas,26-3-2020,19:22:12
